Date Time,Wind Speed (m/s),Pressure (atm),Air temperature (deg C),Wind direction (deg)
19.01.2010 23:00:00,4.20667,0.970103,15.4397,111.667
20.01.2010 00:00:00,1.87733,0.970717,15.8263,124
20.01.2010 01:00:00,0.871667,0.970383,16.313,324
20.01.2010 02:00:00,1.939,0.971735,16.4263,310
20.01.2010 03:00:00,2.3,0.968498,15.6597,280.667
20.01.2010 04:00:00,1.63833,0.967823,15.9397,325.333
20.01.2010 05:00:00,0.759667,0.967736,16.0263,66.6667
20.01.2010 06:00:00,1.237,0.967052,16.5263,87.6667
20.01.2010 07:00:00,2.20667,0.966145,16.083,209
20.01.2010 08:00:00,3.18367,0.96524,15.6463,197
